st_name,dose1,dose2,total_doses,last_dose1,last_dose2,last_total_doses,date
Ladakh,168673,47338,216011,168168,43402,211570,2021-06-26
Lakshadweep,46255,7494,53749,46057,7376,53433,2021-06-26
Madhya Pradesh,17446567,2356827,19803394,16543406,2257638,18801044,2021-06-26
Maharashtra,25047327,5985707,31033034,24457024,5827552,30284576,2021-06-26
Manipur,530788,73048,603836,523661,72808,596469,2021-06-26
Meghalaya,587049,76506,663555,578969,76211,655180,2021-06-26
Mizoram,497203,53240,550443,487327,53195,540522,2021-06-26
Nagaland,403587,54845,458432,398147,54796,452943,2021-06-26
Odisha,9517490,2022911,11540401,9329423,1967738,11297161,2021-06-26
Puducherry,416585,62832,479417,408403,61352,469755,2021-06-26
Punjab,5974933,967308,6942241,5868652,935925,6804577,2021-06-26
Rajasthan,20190790,3796534,23987324,19933012,3740339,23673351,2021-06-26
Sikkim,371534,61597,433131,362037,61526,423563,2021-06-26
Tamil Nadu,12423144,2470145,14893289,12060839,2422366,14483205,2021-06-26
Telangana,8850242,1476773,10327015,8633026,1449466,10082492,2021-06-26
Tripura,1894052,573672,2467724,1862233,566572,2428805,2021-06-26
Uttar Pradesh,26132272,4321651,30453923,25607271,4258859,29866130,2021-06-26
Uttarakhand,3426029,768022,4194051,3366413,758285,4124698,2021-06-26
West Bengal,16320708,4723595,21044303,16100088,4641195,20741283,2021-06-26
Miscellaneous,1734532,1515727,3250259,1733741,1513885,3247626,2021-06-26
Andaman and Nicobar,145019,16306,161325,143336,16301,159637,2021-06-27
Andhra Pradesh,11958636,2910171,14868807,11921156,2906639,14827795,2021-06-27
Arunachal Pradesh,475959,81866,557825,470285,81339,551624,2021-06-27
Assam,5668538,1186267,6854805,5659088,1182871,6841959,2021-06-27
Bihar,13563128,2182032,15745160,13509449,2175209,15684658,2021-06-27
Chandigarh,421745,82381,504126,417304,81558,498862,2021-06-27
Chhattisgarh,7457184,1468963,8926147,7312373,1418536,8730909,2021-06-27
Dadra and Nagar Haveli and Daman and Diu,346710,32965,379675,341452,31909,373361,2021-06-27
Delhi,5636415,1702823,7339238,5629464,1700206,7329670,2021-06-27
Goa,762730,108743,871473,748352,107791,856143,2021-06-27
Gujarat,19500497,5387325,24887822,19331125,5326330,24657455,2021-06-27
Haryana,7166208,1307304,8473512,7132868,1298060,8430928,2021-06-27
Himachal Pradesh,3025895,471889,3497784,3010202,471864,3482066,2021-06-27
Jammu and Kashmir,3700498,645594,4346092,3644117,639077,4283194,2021-06-27
Jharkhand,5640980,1028742,6669722,5537691,1011406,6549097,2021-06-27
Karnataka,18196699,3554331,21751030,18089449,3533238,21622687,2021-06-27
Kerala,10541451,2994428,13535879,10507088,2977412,13484500,2021-06-27
Ladakh,168691,47925,216616,168673,47338,216011,2021-06-27
Lakshadweep,46340,7516,53856,46255,7494,53749,2021-06-27
Madhya Pradesh,17466939,2359925,19826864,17446567,2356827,19803394,2021-06-27
Maharashtra,25145226,6014297,31159523,25047327,5985707,31033034,2021-06-27
Manipur,533686,73067,606753,530788,73048,603836,2021-06-27
Meghalaya,587788,76522,664310,587049,76506,663555,2021-06-27
Mizoram,497356,53240,550596,497203,53240,550443,2021-06-27
Nagaland,407669,54869,462538,403587,54845,458432,2021-06-27
Odisha,9541255,2030467,11571722,9517490,2022911,11540401,2021-06-27
Puducherry,418646,63226,481872,416585,62832,479417,2021-06-27
Punjab,6030088,978243,7008331,5974933,967308,6942241,2021-06-27
Rajasthan,20413290,3838633,24251923,20190790,3796534,23987324,2021-06-27
Sikkim,371539,61597,433136,371534,61597,433131,2021-06-27
Tamil Nadu,12536293,2486780,15023073,12423144,2470145,14893289,2021-06-27
Telangana,8945614,1485529,10431143,8850242,1476773,10327015,2021-06-27
Tripura,1899649,574902,2474551,1894052,573672,2467724,2021-06-27
Uttar Pradesh,26154182,4325246,30479428,26132272,4321651,30453923,2021-06-27
Uttarakhand,3443234,771457,4214691,3426029,768022,4194051,2021-06-27
West Bengal,16382716,4746182,21128898,16320708,4723595,21044303,2021-06-27
Miscellaneous,1735385,1517666,3253051,1734532,1515727,3250259,2021-06-27
Andaman and Nicobar,148504,17435,165939,145019,16306,161325,2021-06-28
Andhra Pradesh,12120128,2974695,15094823,11958636,2910171,14868807,2021-06-28
Arunachal Pradesh,490293,82977,573270,475959,81866,557825,2021-06-28
Assam,5765634,1211485,6977119,5668538,1186267,6854805,2021-06-28
Bihar,13608974,2194565,15803539,13563128,2182032,15745160,2021-06-28
Chandigarh,427780,84063,511843,421745,82381,504126,2021-06-28
Chhattisgarh,7672810,1528567,9201377,7457184,1468963,8926147,2021-06-28
Dadra and Nagar Haveli and Daman and Diu,359949,35525,395474,346710,32965,379675,2021-06-28
Delhi,5801127,1742820,7543947,5636415,1702823,7339238,2021-06-28
Goa,781063,111157,892220,762730,108743,871473,2021-06-28
Gujarat,19683579,5458033,25141612,19500497,5387325,24887822,2021-06-28
Haryana,7268912,1347754,8616666,7166208,1307304,8473512,2021-06-28
Himachal Pradesh,3187720,479217,3666937,3025895,471889,3497784,2021-06-28
Jammu and Kashmir,3759152,658346,4417498,3700498,645594,4346092,2021-06-28
Jharkhand,5725171,1045915,6771086,5640980,1028742,6669722,2021-06-28
Karnataka,18564563,3639500,22204063,18196699,3554331,21751030,2021-06-28
Kerala,10649645,3099039,13748684,10541451,2994428,13535879,2021-06-28
Ladakh,169423,51712,221135,168691,47925,216616,2021-06-28
Lakshadweep,46494,7644,54138,46340,7516,53856,2021-06-28
Madhya Pradesh,17899027,2392384,20291411,17466939,2359925,19826864,2021-06-28
Maharashtra,25598933,6183394,31782327,25145226,6014297,31159523,2021-06-28
Manipur,548098,73373,621471,533686,73067,606753,2021-06-28
Meghalaya,601282,77462,678744,587788,76522,664310,2021-06-28
Mizoram,506474,53460,559934,497356,53240,550596,2021-06-28
Nagaland,419127,55992,475119,407669,54869,462538,2021-06-28
Odisha,9734916,2100480,11835396,9541255,2030467,11571722,2021-06-28
Puducherry,427892,64671,492563,418646,63226,481872,2021-06-28
Punjab,6067090,988120,7055210,6030088,978243,7008331,2021-06-28
Rajasthan,20556295,3883011,24439306,20413290,3838633,24251923,2021-06-28
Sikkim,384196,64574,448770,371539,61597,433136,2021-06-28
Tamil Nadu,12718488,2514570,15233058,12536293,2486780,15023073,2021-06-28
Telangana,9139787,1514891,10654678,8945614,1485529,10431143,2021-06-28
Tripura,1926486,584819,2511305,1899649,574902,2474551,2021-06-28
Uttar Pradesh,26594487,4410414,31004901,26154182,4325246,30479428,2021-06-28
Uttarakhand,3478702,784497,4263199,3443234,771457,4214691,2021-06-28
West Bengal,16563751,4863946,21427697,16382716,4746182,21128898,2021-06-28
Miscellaneous,1735385,1517666,3253051,1735385,1517666,3253051,2021-06-28
Andaman and Nicobar,153048,18542,171590,148504,17435,165939,2021-06-29
Andhra Pradesh,12347245,3042318,15389563,12120128,2974695,15094823,2021-06-29
Arunachal Pradesh,496872,83739,580611,490293,82977,573270,2021-06-29
Assam,5785198,1223549,7008747,5765634,1211485,6977119,2021-06-29
Bihar,13650536,2205858,15856394,13608974,2194565,15803539,2021-06-29
Chandigarh,434020,85860,519880,427780,84063,511843,2021-06-29
Chhattisgarh,7821424,1574384,9395808,7672810,1528567,9201377,2021-06-29
Dadra and Nagar Haveli and Daman and Diu,372895,37884,410779,359949,35525,395474,2021-06-29
Delhi,5967041,1780228,7747269,5801127,1742820,7543947,2021-06-29
Goa,800268,113745,914013,781063,111157,892220,2021-06-29
Gujarat,19873086,5535746,25408832,19683579,5458033,25141612,2021-06-29
Haryana,7366120,1388784,8754904,7268912,1347754,8616666,2021-06-29
Himachal Pradesh,3338599,488568,3827167,3187720,479217,3666937,2021-06-29
Jammu and Kashmir,3802068,666012,4468080,3759152,658346,4417498,2021-06-29
Jharkhand,5772132,1058567,6830699,5725171,1045915,6771086,2021-06-29
Karnataka,18787645,3683593,22471238,18564563,3639500,22204063,2021-06-29
Kerala,10748550,3200150,13948700,10649645,3099039,13748684,2021-06-29
Ladakh,170297,54372,224669,169423,51712,221135,2021-06-29
Lakshadweep,46750,7914,54664,46494,7644,54138,2021-06-29
Madhya Pradesh,17909367,2393985,20303352,17899027,2392384,20291411,2021-06-29
Maharashtra,25884142,6294973,32179115,25598933,6183394,31782327,2021-06-29
Manipur,563426,73782,637208,548098,73373,621471,2021-06-29
Meghalaya,612035,78628,690663,601282,77462,678744,2021-06-29
Mizoram,514605,53993,568598,506474,53460,559934,2021-06-29
Nagaland,429909,57905,487814,419127,55992,475119,2021-06-29
Odisha,9824280,2136843,11961123,9734916,2100480,11835396,2021-06-29
Puducherry,434340,65565,499905,427892,64671,492563,2021-06-29
Punjab,6093007,996051,7089058,6067090,988120,7055210,2021-06-29
Rajasthan,20635133,3914073,24549206,20556295,3883011,24439306,2021-06-29
Sikkim,394505,67949,462454,384196,64574,448770,2021-06-29
Tamil Nadu,12966132,2546796,15512928,12718488,2514570,15233058,2021-06-29
Telangana,9329680,1545519,10875199,9139787,1514891,10654678,2021-06-29
Tripura,1946161,590952,2537113,1926486,584819,2511305,2021-06-29
Uttar Pradesh,26741158,4468894,31210052,26594487,4410414,31004901,2021-06-29
Uttarakhand,3536468,803295,4339763,3478702,784497,4263199,2021-06-29
West Bengal,16729599,4982743,21712342,16563751,4863946,21427697,2021-06-29
Miscellaneous,1735859,1519168,3255027,1735385,1517666,3253051,2021-06-29
Andaman and Nicobar,156470,19823,176293,153048,18542,171590,2021-06-30
Andhra Pradesh,12588369,3116201,15704570,12347245,3042318,15389563,2021-06-30
Arunachal Pradesh,509275,84530,593805,496872,83739,580611,2021-06-30
Assam,5792114,1230867,7022981,5785198,1223549,7008747,2021-06-30
Bihar,13684112,2215545,15899657,13650536,2205858,15856394,2021-06-30
Chandigarh,439301,87576,526877,434020,85860,519880,2021-06-30
Chhattisgarh,7926420,1600677,9527097,7821424,1574384,9395808,2021-06-30
Dadra and Nagar Haveli and Daman and Diu,387082,40234,427316,372895,37884,410779,2021-06-30
Delhi,6088881,1804655,7893536,5967041,1780228,7747269,2021-06-30
Goa,817614,116566,934180,800268,113745,914013,2021-06-30
Gujarat,20070986,5621236,25692222,19873086,5535746,25408832,2021-06-30
Haryana,7433759,1423139,8856898,7366120,1388784,8754904,2021-06-30
Himachal Pradesh,3351501,514786,3866287,3338599,488568,3827167,2021-06-30
Jammu and Kashmir,3845292,680870,4526162,3802068,666012,4468080,2021-06-30
Jharkhand,5790247,1064300,6854547,5772132,1058567,6830699,2021-06-30
Karnataka,18973266,3739413,22712679,18787645,3683593,22471238,2021-06-30
Kerala,10842601,3254223,14096824,10748550,3200150,13948700,2021-06-30
Ladakh,170902,56034,226936,170297,54372,224669,2021-06-30
Lakshadweep,46779,7921,54700,46750,7914,54664,2021-06-30
Madhya Pradesh,17917804,2396391,20314195,17909367,2393985,20303352,2021-06-30
Maharashtra,26067919,6371846,32439765,25884142,6294973,32179115,2021-06-30
Manipur,581261,74141,655402,563426,73782,637208,2021-06-30
Meghalaya,619745,79481,699226,612035,78628,690663,2021-06-30
Mizoram,518686,54369,573055,514605,53993,568598,2021-06-30
Nagaland,440344,59874,500218,429909,57905,487814,2021-06-30
Odisha,9868279,2148249,12016528,9824280,2136843,11961123,2021-06-30
Puducherry,440326,67068,507394,434340,65565,499905,2021-06-30
Punjab,6112362,1002728,7115090,6093007,996051,7089058,2021-06-30
Rajasthan,20751161,3980702,24731863,20635133,3914073,24549206,2021-06-30
Sikkim,401506,72304,473810,394505,67949,462454,2021-06-30
Tamil Nadu,13073449,2569324,15642773,12966132,2546796,15512928,2021-06-30
Telangana,9493770,1577710,11071480,9329680,1545519,10875199,2021-06-30
Tripura,1955931,594420,2550351,1946161,590952,2537113,2021-06-30
Uttar Pradesh,26792830,4488619,31281449,26741158,4468894,31210052,2021-06-30
Uttarakhand,3579840,821974,4401814,3536468,803295,4339763,2021-06-30
West Bengal,16833415,5056919,21890334,16729599,4982743,21712342,2021-06-30
Miscellaneous,1736281,1521424,3257705,1735859,1519168,3255027,2021-06-30
Andaman and Nicobar,157304,21198,178502,156470,19823,176293,2021-07-01
Andhra Pradesh,12805548,3180380,15985928,12588369,3116201,15704570,2021-07-01
Arunachal Pradesh,518578,85707,604285,509275,84530,593805,2021-07-01
Assam,5958059,1249746,7207805,5792114,1230867,7022981,2021-07-01
Bihar,13865820,2252463,16118283,13684112,2215545,15899657,2021-07-01
Chandigarh,444544,89353,533897,439301,87576,526877,2021-07-01
Chhattisgarh,8034603,1618315,9652918,7926420,1600677,9527097,2021-07-01
Dadra and Nagar Haveli and Daman and Diu,397945,42423,440368,387082,40234,427316,2021-07-01
Delhi,6214716,1836645,8051361,6088881,1804655,7893536,2021-07-01
Goa,827800,119193,946993,817614,116566,934180,2021-07-01
Gujarat,20266503,5707513,25974016,20070986,5621236,25692222,2021-07-01
Haryana,7585087,1467974,9053061,7433759,1423139,8856898,2021-07-01
Himachal Pradesh,3362066,546919,3908985,3351501,514786,3866287,2021-07-01
Jammu and Kashmir,3877660,693765,4571425,3845292,680870,4526162,2021-07-01
Jharkhand,5821461,1072062,6893523,5790247,1064300,6854547,2021-07-01
Karnataka,19125071,3787022,22912093,18973266,3739413,22712679,2021-07-01
Kerala,10915717,3326979,14242696,10842601,3254223,14096824,2021-07-01
Ladakh,171445,57372,228817,170902,56034,226936,2021-07-01
Lakshadweep,46901,8027,54928,46779,7921,54700,2021-07-01
Madhya Pradesh,18762997,2545187,21308184,17917804,2396391,20314195,2021-07-01
Maharashtra,26252955,6468296,32721251,26067919,6371846,32439765,2021-07-01
Manipur,597706,74460,672166,581261,74141,655402,2021-07-01
Meghalaya,631349,80944,712293,619745,79481,699226,2021-07-01
Mizoram,524954,55599,580553,518686,54369,573055,2021-07-01
Nagaland,447305,61992,509297,440344,59874,500218,2021-07-01
Odisha,9899724,2155500,12055224,9868279,2148249,12016528,2021-07-01
Puducherry,445115,68346,513461,440326,67068,507394,2021-07-01
Punjab,6128641,1007215,7135856,6112362,1002728,7115090,2021-07-01
Rajasthan,20795337,4006987,24802324,20751161,3980702,24731863,2021-07-01
Sikkim,407286,76184,483470,401506,72304,473810,2021-07-01
Tamil Nadu,13262371,2599021,15861392,13073449,2569324,15642773,2021-07-01
Telangana,9636298,1604298,11240596,9493770,1577710,11071480,2021-07-01
Tripura,1969633,599487,2569120,1955931,594420,2550351,2021-07-01
Uttar Pradesh,27048814,4586490,31635304,26792830,4488619,31281449,2021-07-01
Uttarakhand,3609949,836737,4446686,3579840,821974,4401814,2021-07-01
West Bengal,16900326,5109791,22010117,16833415,5056919,21890334,2021-07-01
Miscellaneous,1736503,1522551,3259054,1736281,1521424,3257705,2021-07-01
Andaman and Nicobar,158335,22887,181222,157304,21198,178502,2021-07-02
Andhra Pradesh,13099421,3233212,16332633,12805548,3180380,15985928,2021-07-02
Arunachal Pradesh,527049,87483,614532,518578,85707,604285,2021-07-02
Assam,6171965,1275928,7447893,5958059,1249746,7207805,2021-07-02
Bihar,14393539,2332558,16726097,13865820,2252463,16118283,2021-07-02
Chandigarh,449392,91711,541103,444544,89353,533897,2021-07-02
Chhattisgarh,8107149,1630971,9738120,8034603,1618315,9652918,2021-07-02
Dadra and Nagar Haveli and Daman and Diu,407849,44695,452544,397945,42423,440368,2021-07-02
Delhi,6345193,1866900,8212093,6214716,1836645,8051361,2021-07-02
Goa,837780,122950,960730,827800,119193,946993,2021-07-02
Gujarat,20427347,5792629,26219976,20266503,5707513,25974016,2021-07-02
Haryana,7705836,1514764,9220600,7585087,1467974,9053061,2021-07-02
Himachal Pradesh,3370592,576798,3947390,3362066,546919,3908985,2021-07-02
Jammu and Kashmir,3949930,722113,4672043,3877660,693765,4571425,2021-07-02
Jharkhand,5846521,1077690,6924211,5821461,1072062,6893523,2021-07-02
Karnataka,19293718,3858937,23152655,19125071,3787022,22912093,2021-07-02
Kerala,11043967,3487684,14531651,10915717,3326979,14242696,2021-07-02
Ladakh,172099,57988,230087,171445,57372,228817,2021-07-02
Lakshadweep,47042,8252,55294,46901,8027,54928,2021-07-02
Madhya Pradesh,18778359,2548587,21326946,18762997,2545187,21308184,2021-07-02
Maharashtra,26512936,6597723,33110659,26252955,6468296,32721251,2021-07-02
Manipur,620461,75100,695561,597706,74460,672166,2021-07-02
Meghalaya,641758,82654,724412,631349,80944,712293,2021-07-02
Mizoram,534950,57722,592672,524954,55599,580553,2021-07-02
Nagaland,454307,64082,518389,447305,61992,509297,2021-07-02
Odisha,9927389,2162831,12090220,9899724,2155500,12055224,2021-07-02
Puducherry,448923,69834,518757,445115,68346,513461,2021-07-02
Punjab,6149284,1018375,7167659,6128641,1007215,7135856,2021-07-02
Rajasthan,20857534,4030244,24887778,20795337,4006987,24802324,2021-07-02
Sikkim,411724,81810,493534,407286,76184,483470,2021-07-02
Tamil Nadu,13526547,2648165,16174712,13262371,2599021,15861392,2021-07-02
Telangana,9783570,1639786,11423356,9636298,1604298,11240596,2021-07-02
Tripura,1987810,608325,2596135,1969633,599487,2569120,2021-07-02
Uttar Pradesh,27365460,4703917,32069377,27048814,4586490,31635304,2021-07-02
Uttarakhand,3631811,847666,4479477,3609949,836737,4446686,2021-07-02
West Bengal,17019201,5301150,22320351,16900326,5109791,22010117,2021-07-02
Miscellaneous,1736701,1523721,3260422,1736503,1522551,3259054,2021-07-02
Andaman and Nicobar,159330,24773,184103,158335,22887,181222,2021-07-03
Andhra Pradesh,13172967,3268484,16441451,13099421,3233212,16332633,2021-07-03
Arunachal Pradesh,534374,89461,623835,527049,87483,614532,2021-07-03
Assam,6303714,1294608,7598322,6171965,1275928,7447893,2021-07-03
Bihar,14727517,2396030,17123547,14393539,2332558,16726097,2021-07-03
Chandigarh,456634,94952,551586,449392,91711,541103,2021-07-03
Chhattisgarh,8193672,1683015,9876687,8107149,1630971,9738120,2021-07-03
Dadra and Nagar Haveli and Daman and Diu,418710,47632,466342,407849,44695,452544,2021-07-03
Delhi,6466497,1906836,8373333,6345193,1866900,8212093,2021-07-03
Goa,852875,127808,980683,837780,122950,960730,2021-07-03
Gujarat,20653202,5899773,26552975,20427347,5792629,26219976,2021-07-03
Haryana,7805898,1554725,9360623,7705836,1514764,9220600,2021-07-03
Himachal Pradesh,3378239,607655,3985894,3370592,576798,3947390,2021-07-03
Jammu and Kashmir,4014703,746876,4761579,3949930,722113,4672043,2021-07-03
Jharkhand,5949645,1111158,7060803,5846521,1077690,6924211,2021-07-03
Karnataka,19602490,4037786,23640276,19293718,3858937,23152655,2021-07-03
Kerala,11162824,3601746,14764570,11043967,3487684,14531651,2021-07-03
Ladakh,173803,58330,232133,172099,57988,230087,2021-07-03
Lakshadweep,47084,8548,55632,47042,8252,55294,2021-07-03
Madhya Pradesh,18782554,2812686,21595240,18778359,2548587,21326946,2021-07-03
Maharashtra,27074275,6856957,33931232,26512936,6597723,33110659,2021-07-03
Manipur,643887,75690,719577,620461,75100,695561,2021-07-03
Meghalaya,649937,83498,733435,641758,82654,724412,2021-07-03
Mizoram,540569,59673,600242,534950,57722,592672,2021-07-03
Nagaland,456431,64467,520898,454307,64082,518389,2021-07-03
Odisha,9996014,2206539,12202553,9927389,2162831,12090220,2021-07-03
Puducherry,454244,72027,526271,448923,69834,518757,2021-07-03
Punjab,6535786,1184756,7720542,6149284,1018375,7167659,2021-07-03
Rajasthan,21331201,4337542,25668743,20857534,4030244,24887778,2021-07-03
Sikkim,416397,85181,501578,411724,81810,493534,2021-07-03
Tamil Nadu,13926336,2714557,16640893,13526547,2648165,16174712,2021-07-03
Telangana,9939448,1692217,11631665,9783570,1639786,11423356,2021-07-03
Tripura,1998977,614628,2613605,1987810,608325,2596135,2021-07-03
Uttar Pradesh,27780215,4820131,32600346,27365460,4703917,32069377,2021-07-03
Uttarakhand,3664348,863059,4527407,3631811,847666,4479477,2021-07-03
West Bengal,17135555,5455784,22591339,17019201,5301150,22320351,2021-07-03
Miscellaneous,1736809,1524557,3261366,1736701,1523721,3260422,2021-07-03
Andaman and Nicobar,159342,25173,184515,159330,24773,184103,2021-07-04
Andhra Pradesh,13188396,3271472,16459868,13172967,3268484,16441451,2021-07-04
Arunachal Pradesh,538852,90277,629129,534374,89461,623835,2021-07-04
Assam,6330124,1299534,7629658,6303714,1294608,7598322,2021-07-04
Bihar,14837000,2420710,17257710,14727517,2396030,17123547,2021-07-04
Chandigarh,461440,96710,558150,456634,94952,551586,2021-07-04
Chhattisgarh,8240838,1713403,9954241,8193672,1683015,9876687,2021-07-04
Dadra and Nagar Haveli and Daman and Diu,422020,48412,470432,418710,47632,466342,2021-07-04
Delhi,6472151,1910688,8382839,6466497,1906836,8373333,2021-07-04
Goa,859902,130578,990480,852875,127808,980683,2021-07-04
Gujarat,20835697,5980271,26815968,20653202,5899773,26552975,2021-07-04
Haryana,7840075,1569705,9409780,7805898,1554725,9360623,2021-07-04
Himachal Pradesh,3378319,607686,3986005,3378239,607655,3985894,2021-07-04
Jammu and Kashmir,4052689,754724,4807413,4014703,746876,4761579,2021-07-04
Jharkhand,6054011,1147181,7201192,5949645,1111158,7060803,2021-07-04
Karnataka,19704272,4086710,23790982,19602490,4037786,23640276,2021-07-04
Kerala,11179952,3610500,14790452,11162824,3601746,14764570,2021-07-04
Ladakh,174447,58348,232795,173803,58330,232133,2021-07-04
Lakshadweep,47084,8590,55674,47084,8548,55632,2021-07-04
Madhya Pradesh,18783421,2819017,21602438,18782554,2812686,21595240,2021-07-04
Maharashtra,27181412,6894863,34076275,27074275,6856957,33931232,2021-07-04
Manipur,653419,75922,729341,643887,75690,719577,2021-07-04
Meghalaya,650477,83879,734356,649937,83498,733435,2021-07-04
Mizoram,540706,59673,600379,540569,59673,600242,2021-07-04
Nagaland,461490,65429,526919,456431,64467,520898,2021-07-04
Odisha,10017262,2220081,12237343,9996014,2206539,12202553,2021-07-04
Puducherry,455714,73723,529437,454244,72027,526271,2021-07-04
Punjab,6607383,1217548,7824931,6535786,1184756,7720542,2021-07-04
Rajasthan,21402124,4367709,25769833,21331201,4337542,25668743,2021-07-04
Sikkim,416397,85183,501580,416397,85181,501578,2021-07-04
Tamil Nadu,14015593,2732378,16747971,13926336,2714557,16640893,2021-07-04
Telangana,9945428,1702925,11648353,9939448,1692217,11631665,2021-07-04
Tripura,2000452,615117,2615569,1998977,614628,2613605,2021-07-04
Uttar Pradesh,27802597,4826538,32629135,27780215,4820131,32600346,2021-07-04
Uttarakhand,3710393,878599,4588992,3664348,863059,4527407,2021-07-04
West Bengal,17165994,5494551,22660545,17135555,5455784,22591339,2021-07-04
Miscellaneous,1736809,1524557,3261366,1736809,1524557,3261366,2021-07-04
Andaman and Nicobar,160298,29266,189564,159342,25173,184515,2021-07-05
Andhra Pradesh,13264680,3317584,16582264,13188396,3271472,16459868,2021-07-05
Arunachal Pradesh,549638,94056,643694,538852,90277,629129,2021-07-05
Assam,6380471,1309982,7690453,6330124,1299534,7629658,2021-07-05
Bihar,14936096,2449596,17385692,14837000,2420710,17257710,2021-07-05
Chandigarh,467197,99404,566601,461440,96710,558150,2021-07-05
Chhattisgarh,8299801,1748422,10048223,8240838,1713403,9954241,2021-07-05
Dadra and Nagar Haveli and Daman and Diu,430106,50866,480972,422020,48412,470432,2021-07-05
Delhi,6523882,1939807,8463689,6472151,1910688,8382839,2021-07-05
Goa,870453,136535,1006988,859902,130578,990480,2021-07-05
Gujarat,21037552,6081045,27118597,20835697,5980271,26815968,2021-07-05
Haryana,7907797,1608298,9516095,7840075,1569705,9409780,2021-07-05
Himachal Pradesh,3387800,659342,4047142,3378319,607686,3986005,2021-07-05
Jammu and Kashmir,4103997,770582,4874579,4052689,754724,4807413,2021-07-05
Jharkhand,6127715,1174660,7302375,6054011,1147181,7201192,2021-07-05
Karnataka,19966595,4219905,24186500,19704272,4086710,23790982,2021-07-05
Kerala,11261356,3685733,14947089,11179952,3610500,14790452,2021-07-05
Ladakh,176300,59127,235427,174447,58348,232795,2021-07-05
Lakshadweep,47243,8963,56206,47084,8590,55674,2021-07-05
Madhya Pradesh,18788825,3227671,22016496,18783421,2819017,21602438,2021-07-05
Maharashtra,27418684,6986438,34405122,27181412,6894863,34076275,2021-07-05
Manipur,682013,77454,759467,653419,75922,729341,2021-07-05
Meghalaya,661585,85910,747495,650477,83879,734356,2021-07-05
Mizoram,548934,62963,611897,540706,59673,600379,2021-07-05
Nagaland,469988,68975,538963,461490,65429,526919,2021-07-05
Odisha,10221766,2370621,12592387,10017262,2220081,12237343,2021-07-05
Puducherry,460557,78465,539022,455714,73723,529437,2021-07-05
Punjab,6639425,1234983,7874408,6607383,1217548,7824931,2021-07-05
Rajasthan,21436674,4384950,25821624,21402124,4367709,25769833,2021-07-05
Sikkim,423173,92194,515367,416397,85183,501580,2021-07-05
Tamil Nadu,14154348,2767357,16921705,14015593,2732378,16747971,2021-07-05
Telangana,10077503,1752938,11830441,9945428,1702925,11648353,2021-07-05
Tripura,2009334,620862,2630196,2000452,615117,2615569,2021-07-05
Uttar Pradesh,28482688,5012080,33494768,27802597,4826538,32629135,2021-07-05
Uttarakhand,3774468,913800,4688268,3710393,878599,4588992,2021-07-05
West Bengal,17286349,5674459,22960808,17165994,5494551,22660545,2021-07-05
Miscellaneous,1737099,1525929,3263028,1736809,1524557,3261366,2021-07-05
Andaman and Nicobar,161401,35088,196489,160298,29266,189564,2021-07-06
Andhra Pradesh,13298619,3335328,16633947,13264680,3317584,16582264,2021-07-06
Arunachal Pradesh,556791,97418,654209,549638,94056,643694,2021-07-06
Assam,6396900,1315716,7712616,6380471,1309982,7690453,2021-07-06
Bihar,15047774,2480073,17527847,14936096,2449596,17385692,2021-07-06
Chandigarh,472038,102146,574184,467197,99404,566601,2021-07-06
Chhattisgarh,8323609,1763217,10086826,8299801,1748422,10048223,2021-07-06
Dadra and Nagar Haveli and Daman and Diu,437342,52908,490250,430106,50866,480972,2021-07-06
Delhi,6543046,1955333,8498379,6523882,1939807,8463689,2021-07-06
Goa,880174,141261,1021435,870453,136535,1006988,2021-07-06
Gujarat,21181276,6150594,27331870,21037552,6081045,27118597,2021-07-06
Haryana,7948524,1633480,9582004,7907797,1608298,9516095,2021-07-06
Himachal Pradesh,3398021,717807,4115828,3387800,659342,4047142,2021-07-06
Jammu and Kashmir,4149494,780541,4930035,4103997,770582,4874579,2021-07-06
Jharkhand,6228930,1216827,7445757,6127715,1174660,7302375,2021-07-06
Karnataka,20170366,4307475,24477841,19966595,4219905,24186500,2021-07-06
Kerala,11322762,3739556,15062318,11261356,3685733,14947089,2021-07-06
Ladakh,177767,59794,237561,176300,59127,235427,2021-07-06
Lakshadweep,47468,9288,56756,47243,8963,56206,2021-07-06
Madhya Pradesh,18792035,3236461,22028496,18788825,3227671,22016496,2021-07-06
Maharashtra,27660383,7142815,34803198,27418684,6986438,34405122,2021-07-06
Manipur,706914,78813,785727,682013,77454,759467,2021-07-06
Meghalaya,674909,88768,763677,661585,85910,747495,2021-07-06
Mizoram,554964,65647,620611,548934,62963,611897,2021-07-06
Nagaland,478548,73648,552196,469988,68975,538963,2021-07-06
Odisha,10421760,2505430,12927190,10221766,2370621,12592387,2021-07-06
Puducherry,463896,84623,548519,460557,78465,539022,2021-07-06
Punjab,6654477,1242647,7897124,6639425,1234983,7874408,2021-07-06
Rajasthan,21454506,4393818,25848324,21436674,4384950,25821624,2021-07-06
Sikkim,428512,98958,527470,423173,92194,515367,2021-07-06
Tamil Nadu,14225382,2792816,17018198,14154348,2767357,16921705,2021-07-06
Telangana,10173757,1792592,11966349,10077503,1752938,11830441,2021-07-06
Tripura,2017992,624699,2642691,2009334,620862,2630196,2021-07-06
Uttar Pradesh,29315028,5209652,34524680,28482688,5012080,33494768,2021-07-06
Uttarakhand,3821396,941582,4762978,3774468,913800,4688268,2021-07-06
